ID,state,county,population,start_year,start_month,prior_period_ipc_phase,prior_period_phase3plus_pct,prior_year_cereal_production_tonnes,prior_year_cereal_gap_tonnes,food_insecurity_risk
ID_YG91MM,Warrap,Gogrial East,137155.0,2018,2,Crisis,50.3,7859.0,-3597.0,1
ID_O1DS3H,Warrap,Gogrial East,137155.0,2018,5,Crisis,55.4,7859.0,-3597.0,1
ID_GW10C9,Warrap,Gogrial East,137155.0,2018,9,Emergency,64.9,7859.0,-3597.0,1
ID_IX6R1N,Warrap,Gogrial East,137155.0,2018,10,Emergency,54.7,7859.0,-3597.0,0
ID_XHBQAM,Warrap,Gogrial East,142326.0,2019,1,Stressed,15.3,3243.0,-6869.0,1
ID_97XO48,Warrap,Gogrial East,126978.0,2019,8,Crisis,24.6,3243.0,-6869.0,1
ID_5D4VUE,Warrap,Gogrial East,126978.0,2019,9,Crisis,64.6,3243.0,-6869.0,0
ID_ER90MW,Warrap,Gogrial East,126978.0,2020,1,Stressed,15.0,7962.0,-5965.0,1
ID_B4LL3K,Warrap,Gogrial East,129097.0,2020,1,Crisis,29.9,7962.0,-5965.0,1
ID_4BK8EJ,Warrap,Gogrial East,126978.0,2020,2,Crisis,34.9,7962.0,-5965.0,1
ID_NFMOCT,Warrap,Gogrial East,126978.0,2020,5,Crisis,40.2,7962.0,-5965.0,1
ID_CLKA9L,Warrap,Gogrial East,130879.0,2022,2,Crisis,49.6,7163.0,-7612.0,1
ID_Z57V4N,Warrap,Gogrial East,130879.0,2022,4,Crisis,55.0,7163.0,-7612.0,1
ID_DJM5GH,Warrap,Gogrial East,131128.0,2022,10,Emergency,64.9,7163.0,-7612.0,1
ID_2IJ4TT,Warrap,Gogrial East,131128.0,2022,12,Emergency,54.9,7163.0,-7612.0,1
ID_43TUYK,Warrap,Gogrial East,131128.0,2023,4,Emergency,60.2,7378.0,-7840.0,1
ID_TK61B7,Warrap,Gogrial East,273977.0,2023,9,Emergency,64.8,7378.0,-7840.0,1
ID_PXJBC8,Warrap,Gogrial East,273977.0,2023,12,Crisis,35.0,7378.0,-7840.0,1
ID_VDRQNT,Warrap,Gogrial East,273977.0,2024,4,Crisis,44.9,25151.0,-1658.0,1
ID_JVU2CG,Warrap,Gogrial East,135062.0,2024,9,Crisis,55.1,25151.0,-1658.0,1
ID_XU5WAH,Warrap,Gogrial East,137193.0,2024,12,Crisis,45.2,25151.0,-1658.0,1
ID_ZG85S9,Warrap,Gogrial East,139312.0,2025,4,Emergency,54.7,13630.0,414.0,1
ID_ASJ21G,Warrap,Gogrial West,320287.0,2014,10,Stressed,5.0,48157.31578947369,8626.473684210527,0
ID_TCHYGT,Warrap,Gogrial West,326139.0,2015,1,Minimal,0.0,48157.31578947369,8626.473684210527,0
ID_MOV6KI,Warrap,Gogrial West,326139.0,2015,4,Stressed,10.1,48157.31578947369,8626.473684210527,1
ID_4EPXR9,Warrap,Gogrial West,326139.0,2015,5,Crisis,44.8,48157.31578947369,8626.473684210527,1
ID_OGJEGX,Warrap,Gogrial West,326139.0,2015,8,Crisis,50.0,48157.31578947369,8626.473684210527,1
ID_EYEB90,Warrap,Gogrial West,326139.0,2015,10,Crisis,30.0,48157.31578947369,8626.473684210527,0
ID_0YEH8U,Warrap,Gogrial West,331990.0,2016,1,Stressed,10.1,36340.0,1291.0,0
ID_XZ3ADH,Warrap,Gogrial West,331990.0,2016,4,Stressed,15.1,36340.0,1291.0,0
ID_F025LO,Warrap,Gogrial West,331990.0,2016,5,Stressed,15.1,36340.0,1291.0,1
ID_XYPHWH,Warrap,Gogrial West,331990.0,2016,8,Crisis,20.2,36340.0,1291.0,1
ID_M54XR8,Warrap,Gogrial West,331990.0,2016,10,Crisis,44.9,36340.0,1291.0,1
ID_PJPF24,Warrap,Gogrial West,337842.0,2017,1,Crisis,25.0,52249.0,15982.0,0
ID_0SHDKK,Warrap,Gogrial West,337842.0,2017,2,Stressed,15.1,52249.0,15982.0,1
ID_G1R1CQ,Warrap,Gogrial West,337842.0,2017,5,Crisis,25.2,52249.0,15982.0,1
ID_KIH548,Warrap,Gogrial West,337842.0,2017,6,Crisis,50.0,52249.0,15982.0,1
ID_JRPE2X,Warrap,Gogrial West,349873.0,2017,9,Crisis,60.1,52249.0,15982.0,1
ID_N9TXFJ,Warrap,Gogrial West,349873.0,2017,10,Emergency,70.0,52249.0,15982.0,1
ID_NJD5SL,Warrap,Gogrial West,340952.0,2018,1,Crisis,49.7,51623.0,13784.0,1
ID_OC8D6J,Warrap,Gogrial West,340952.0,2018,2,Crisis,49.9,51623.0,13784.0,1
ID_I874U7,Warrap,Gogrial West,340952.0,2018,5,Crisis,59.8,51623.0,13784.0,1
ID_7W9A8L,Warrap,Gogrial West,340952.0,2018,9,Emergency,59.8,51623.0,13784.0,1
ID_YTUAGD,Warrap,Gogrial West,340952.0,2018,10,Emergency,59.8,51623.0,13784.0,0
ID_L1J2VW,Warrap,Gogrial West,353806.0,2019,1,Stressed,15.0,14651.0,-20650.0,1
ID_Y8UMNW,Warrap,Gogrial West,314363.0,2019,8,Crisis,30.0,14651.0,-20650.0,1
ID_6L4M1T,Warrap,Gogrial West,314363.0,2019,9,Crisis,54.7,14651.0,-20650.0,1
ID_RPUYD6,Warrap,Gogrial West,314363.0,2020,1,Crisis,20.0,43642.0,5377.0,1
ID_I5HO9C,Warrap,Gogrial West,319368.0,2020,1,Crisis,39.8,43642.0,5377.0,1
ID_Y9PE0H,Warrap,Gogrial West,314363.0,2020,2,Crisis,45.1,43642.0,5377.0,1
ID_DJ7O9X,Warrap,Gogrial West,314363.0,2020,5,Crisis,44.9,43642.0,5377.0,1
ID_66D7WD,Warrap,Gogrial West,325922.0,2022,2,Emergency,55.0,35728.0,-4867.0,1
ID_JV07IR,Warrap,Gogrial West,325922.0,2022,4,Emergency,54.9,35728.0,-4867.0,1
ID_JG107R,Warrap,Gogrial West,326541.0,2022,10,Emergency,65.0,35728.0,-4867.0,1
ID_925DSI,Warrap,Gogrial West,326541.0,2022,12,Emergency,54.8,35728.0,-4867.0,1
ID_UAZ71U,Warrap,Gogrial West,326541.0,2023,4,Emergency,49.9,53336.0,11523.0,1
ID_F09UYG,Warrap,Gogrial West,582379.0,2023,9,Emergency,65.2,53336.0,11523.0,1
ID_3IBG3H,Warrap,Gogrial West,582379.0,2023,12,Crisis,40.0,53336.0,11523.0,1
ID_KCQWB0,Warrap,Gogrial West,582379.0,2024,4,Crisis,45.0,88378.0,25393.0,1
ID_0N114P,Warrap,Gogrial West,336337.0,2024,9,Emergency,54.9,88378.0,25393.0,1
ID_Y4FNGB,Warrap,Gogrial West,324005.0,2024,12,Crisis,40.1,88378.0,25393.0,1
ID_G4PDFC,Warrap,Gogrial West,329010.0,2025,4,Crisis,50.0,55786.0,19411.0,1
ID_OPZFZZ,Warrap,Tonj East,132384.0,2014,10,Stressed,5.3,9243.394736842103,-6684.210526315789,0
ID_5T6V8V,Warrap,Tonj East,134803.0,2015,1,Minimal,0.0,9243.394736842103,-6684.210526315789,0
ID_LQ3VXH,Warrap,Tonj East,134803.0,2015,4,Stressed,9.6,9243.394736842103,-6684.210526315789,1
ID_QG4QLV,Warrap,Tonj East,134803.0,2015,5,Crisis,80.1,9243.394736842103,-6684.210526315789,1
ID_724HK1,Warrap,Tonj East,134803.0,2015,8,Crisis,80.1,9243.394736842103,-6684.210526315789,1
ID_QDU2EB,Warrap,Tonj East,134803.0,2015,10,Crisis,29.7,9243.394736842103,-6684.210526315789,0
ID_0T4UOX,Warrap,Tonj East,137222.0,2016,1,Stressed,9.6,6220.0,-6715.0,0
ID_Z3BG52,Warrap,Tonj East,137222.0,2016,4,Stressed,15.3,6220.0,-6715.0,1
ID_IB4TCT,Warrap,Tonj East,137222.0,2016,5,Crisis,55.4,6220.0,-6715.0,1
ID_DSDJT3,Warrap,Tonj East,137222.0,2016,8,Crisis,55.4,6220.0,-6715.0,1
ID_BR4F2Z,Warrap,Tonj East,137222.0,2016,10,Crisis,36.4,6220.0,-6715.0,0
ID_DFPPWC,Warrap,Tonj East,139640.0,2017,1,Stressed,15.3,6788.0,-7327.0,0
ID_1QY9MB,Warrap,Tonj East,139640.0,2017,2,Stressed,15.0,6788.0,-7327.0,1
ID_AAXA3B,Warrap,Tonj East,139640.0,2017,5,Crisis,20.1,6788.0,-7327.0,1
ID_L13VCG,Warrap,Tonj East,139640.0,2017,6,Crisis,40.1,6788.0,-7327.0,1
ID_8D2TN2,Warrap,Tonj East,127006.0,2017,9,Crisis,50.1,6788.0,-7327.0,1
ID_0VZ9LY,Warrap,Tonj East,127006.0,2017,10,Crisis,44.9,6788.0,-7327.0,0
ID_2SKKFT,Warrap,Tonj East,116899.0,2018,1,Stressed,15.0,6291.0,-6791.0,1
ID_FYTKS1,Warrap,Tonj East,116899.0,2018,2,Crisis,50.5,6291.0,-6791.0,1
ID_F3KWBN,Warrap,Tonj East,116899.0,2018,5,Crisis,55.6,6291.0,-6791.0,1
ID_BPAVAJ,Warrap,Tonj East,116899.0,2018,9,Emergency,59.9,6291.0,-6791.0,1
ID_IMMNST,Warrap,Tonj East,116899.0,2018,10,Crisis,59.9,6291.0,-6791.0,0
ID_OUIFJI,Warrap,Tonj East,121306.0,2019,1,Stressed,15.4,5604.0,-1717.0,1
ID_LXN32N,Warrap,Tonj East,146892.0,2019,8,Crisis,24.7,5604.0,-1717.0,1
ID_BZWBHO,Warrap,Tonj East,146892.0,2019,9,Crisis,59.9,5604.0,-1717.0,0
ID_4UW2AW,Warrap,Tonj East,146892.0,2020,1,Stressed,15.0,6008.0,-6486.0,1
ID_W77GCJ,Warrap,Tonj East,149275.0,2020,1,Crisis,44.9,6008.0,-6486.0,1
ID_BEO4EU,Warrap,Tonj East,146892.0,2020,2,Crisis,40.2,6008.0,-6486.0,1
ID_TAWJ4G,Warrap,Tonj East,146892.0,2020,5,Crisis,55.1,6008.0,-6486.0,1
ID_8R7SN1,Warrap,Tonj East,138389.0,2022,2,Emergency,59.9,5043.0,-8212.0,1
ID_TCJFCZ,Warrap,Tonj East,138389.0,2022,4,Emergency,70.1,5043.0,-8212.0,1
ID_WKGUY0,Warrap,Tonj East,184757.0,2022,10,Emergency,75.2,5043.0,-8212.0,1
ID_OFIPZN,Warrap,Tonj East,184757.0,2022,12,Emergency,54.7,5043.0,-8212.0,1
ID_0THL2C,Warrap,Tonj East,184757.0,2023,4,Emergency,49.8,5454.0,-8199.0,1
ID_53K9OM,Warrap,Tonj East,405663.0,2023,9,Emergency,69.8,5454.0,-8199.0,1
ID_115BOI,Warrap,Tonj East,405663.0,2023,12,Crisis,29.8,5454.0,-8199.0,1
ID_YMYK86,Warrap,Tonj East,405663.0,2024,4,Crisis,40.2,31795.0,-9988.0,1
ID_ADNOKK,Warrap,Tonj East,190300.0,2024,9,Crisis,55.0,31795.0,-9988.0,1
ID_U3S710,Warrap,Tonj East,154247.0,2024,12,Crisis,40.5,31795.0,-9988.0,1
ID_NUSG9L,Warrap,Tonj East,156630.0,2025,4,Emergency,49.9,14637.0,-4964.0,1
ID_9Q3CYB,Warrap,Tonj North,208118.0,2014,10,Stressed,4.8,19482.84210526316,-7832.921052631579,0
ID_YC4I6H,Warrap,Tonj North,211921.0,2015,1,Minimal,0.0,19482.84210526316,-7832.921052631579,0
ID_1M3JLZ,Warrap,Tonj North,211921.0,2015,4,Stressed,9.9,19482.84210526316,-7832.921052631579,1
ID_OHFDDV,Warrap,Tonj North,211921.0,2015,5,Crisis,75.0,19482.84210526316,-7832.921052631579,1
ID_SZ2TVH,Warrap,Tonj North,211921.0,2015,8,Crisis,75.0,19482.84210526316,-7832.921052631579,1
ID_VWHHOL,Warrap,Tonj North,211921.0,2015,10,Crisis,30.2,19482.84210526316,-7832.921052631579,0
ID_I54087,Warrap,Tonj North,215724.0,2016,1,Stressed,9.9,16404.0,-4869.0,0
ID_WS1LOQ,Warrap,Tonj North,215724.0,2016,4,Stressed,14.8,16404.0,-4869.0,1
ID_SOT56A,Warrap,Tonj North,215724.0,2016,5,Crisis,45.4,16404.0,-4869.0,1
ID_G39BD2,Warrap,Tonj North,215724.0,2016,8,Crisis,45.0,16404.0,-4869.0,1
ID_EEV7IN,Warrap,Tonj North,215724.0,2016,10,Crisis,40.3,16404.0,-4869.0,0
ID_RZJK9E,Warrap,Tonj North,219526.0,2017,1,Stressed,14.8,18247.0,-3726.0,0
ID_0OAWHN,Warrap,Tonj North,219526.0,2017,2,Stressed,15.0,18247.0,-3726.0,1
ID_2ECLCE,Warrap,Tonj North,219526.0,2017,5,Crisis,20.0,18247.0,-3726.0,1
ID_S1KTIO,Warrap,Tonj North,219526.0,2017,6,Crisis,40.1,18247.0,-3726.0,1
ID_R4V1OG,Warrap,Tonj North,233693.0,2017,9,Crisis,50.1,18247.0,-3726.0,1
ID_07VSCQ,Warrap,Tonj North,233693.0,2017,10,Crisis,24.8,18247.0,-3726.0,0
ID_MPD7Z4,Warrap,Tonj North,240704.0,2018,1,Stressed,15.0,19988.0,-4082.0,1
ID_KSO03W,Warrap,Tonj North,240704.0,2018,2,Crisis,39.9,19988.0,-4082.0,1
ID_2MROP2,Warrap,Tonj North,240704.0,2018,5,Crisis,44.9,19988.0,-4082.0,1
ID_BYEE2A,Warrap,Tonj North,240704.0,2018,9,Crisis,54.8,19988.0,-4082.0,1
ID_BG9SHO,Warrap,Tonj North,240704.0,2018,10,Emergency,59.8,19988.0,-4082.0,0
ID_5D5AFQ,Warrap,Tonj North,249779.0,2019,1,Stressed,15.0,7554.0,-5867.0,1
ID_L0DGH6,Warrap,Tonj North,262302.0,2019,8,Crisis,24.8,7554.0,-5867.0,1
ID_M3SGUR,Warrap,Tonj North,262302.0,2019,9,Crisis,49.9,7554.0,-5867.0,1
ID_4PU6W9,Warrap,Tonj North,262302.0,2020,1,Crisis,35.1,17091.0,-8636.0,1
ID_3K8EKT,Warrap,Tonj North,265692.0,2020,1,Crisis,30.1,17091.0,-8636.0,1
ID_292MI5,Warrap,Tonj North,262302.0,2020,2,Crisis,50.1,17091.0,-8636.0,1
ID_60TOHX,Warrap,Tonj North,262302.0,2020,5,Crisis,40.0,17091.0,-8636.0,1
ID_WEDNYA,Warrap,Tonj North,263044.0,2022,2,Crisis,49.9,14732.0,-12561.0,1
ID_3S9UCK,Warrap,Tonj North,263044.0,2022,4,Emergency,70.0,14732.0,-12561.0,1
ID_U7ZQJ3,Warrap,Tonj North,263544.0,2022,10,Emergency,74.9,14732.0,-12561.0,1
ID_OVU7PW,Warrap,Tonj North,263544.0,2022,12,Emergency,55.0,14732.0,-12561.0,1
ID_35X3X1,Warrap,Tonj North,263544.0,2023,4,Emergency,60.0,14090.0,-14022.0,1
ID_0Y14DS,Warrap,Tonj North,651355.0,2023,9,Emergency,64.9,14090.0,-14022.0,1
ID_F2UWUF,Warrap,Tonj North,651355.0,2023,12,Crisis,35.0,14090.0,-14022.0,1
ID_UK15U2,Warrap,Tonj North,651355.0,2024,4,Crisis,39.9,47191.0,-19897.0,1
ID_486D43,Warrap,Tonj North,271450.0,2024,9,Crisis,50.0,47191.0,-19897.0,1
ID_I21PU8,Warrap,Tonj North,219468.0,2024,12,Crisis,35.0,47191.0,-19897.0,1
ID_BWAUFX,Warrap,Tonj North,222858.0,2025,4,Crisis,45.1,24021.0,-3938.0,1
ID_QP6XGH,Warrap,Tonj South,108454.0,2014,10,Crisis,20.3,19659.105263157893,4887.184210526316,0
ID_U9IVLX,Warrap,Tonj South,110436.0,2015,1,Stressed,4.6,19659.105263157893,4887.184210526316,1
ID_6X6SXU,Warrap,Tonj South,110436.0,2015,4,Crisis,25.4,19659.105263157893,4887.184210526316,1
ID_A3KAMO,Warrap,Tonj South,110436.0,2015,5,Crisis,45.3,19659.105263157893,4887.184210526316,1
ID_X96UPB,Warrap,Tonj South,110436.0,2015,8,Crisis,45.3,19659.105263157893,4887.184210526316,1
ID_22O1TF,Warrap,Tonj South,110436.0,2015,10,Crisis,30.8,19659.105263157893,4887.184210526316,0
ID_XDTUMW,Warrap,Tonj South,112417.0,2016,1,Stressed,10.0,12865.0,3281.0,0
ID_7HU3D3,Warrap,Tonj South,112417.0,2016,4,Stressed,15.1,12865.0,3281.0,1
ID_513LM7,Warrap,Tonj South,112417.0,2016,5,Crisis,40.0,12865.0,3281.0,1
ID_E41OFV,Warrap,Tonj South,112417.0,2016,8,Crisis,40.0,12865.0,3281.0,1
ID_14J643,Warrap,Tonj South,112417.0,2016,10,Crisis,40.0,12865.0,3281.0,0
ID_F1AYSV,Warrap,Tonj South,114399.0,2017,1,Stressed,15.1,16381.0,6030.0,0
ID_6O9E9N,Warrap,Tonj South,114399.0,2017,2,Stressed,14.9,16381.0,6030.0,1
ID_HCGW33,Warrap,Tonj South,114399.0,2017,5,Crisis,20.1,16381.0,6030.0,0
ID_A8NCXC,Warrap,Tonj South,114399.0,2017,6,Stressed,17.5,16381.0,6030.0,1
ID_WC0BOG,Warrap,Tonj South,125581.0,2017,9,Crisis,44.6,16381.0,6030.0,1
ID_WHUPOF,Warrap,Tonj South,125581.0,2017,10,Crisis,45.4,16381.0,6030.0,0
ID_0HKARP,Warrap,Tonj South,129349.0,2018,1,Stressed,15.1,19738.0,8097.0,1
ID_KFZQFO,Warrap,Tonj South,129349.0,2018,2,Crisis,39.4,19738.0,8097.0,1
ID_5YVMTD,Warrap,Tonj South,129349.0,2018,5,Crisis,44.8,19738.0,8097.0,1
ID_503779,Warrap,Tonj South,129349.0,2018,9,Crisis,54.9,19738.0,8097.0,1
ID_U7C1A7,Warrap,Tonj South,129349.0,2018,10,Crisis,54.9,19738.0,8097.0,0
ID_YJ8HQD,Warrap,Tonj South,134225.0,2019,1,Stressed,14.7,44270.0,7395.0,1
ID_E7M7H6,Warrap,Tonj South,109316.0,2019,8,Crisis,24.6,44270.0,7395.0,1
ID_OQ7QH9,Warrap,Tonj South,109316.0,2019,9,Crisis,59.5,44270.0,7395.0,0
ID_6YCFNH,Warrap,Tonj South,109316.0,2020,1,Stressed,14.6,21096.0,8654.0,1
ID_P39LQT,Warrap,Tonj South,111092.0,2020,1,Crisis,44.8,21096.0,8654.0,1
ID_9NGQ6T,Warrap,Tonj South,109316.0,2020,2,Crisis,39.6,21096.0,8654.0,1
ID_LV0GUB,Warrap,Tonj South,109316.0,2020,5,Crisis,54.9,21096.0,8654.0,1
ID_5KB3PK,Warrap,Tonj South,119379.0,2022,2,Emergency,60.4,14347.0,1147.0,1
ID_BQY3OT,Warrap,Tonj South,119379.0,2022,4,Emergency,65.3,14347.0,1147.0,1
ID_760RS6,Warrap,Tonj South,119606.0,2022,10,Emergency,75.4,14347.0,1147.0,1
ID_C4X56V,Warrap,Tonj South,119606.0,2022,12,Emergency,55.2,14347.0,1147.0,1
ID_3DGS9G,Warrap,Tonj South,119606.0,2023,4,Emergency,65.2,14630.0,1034.0,1
ID_T0R0VI,Warrap,Tonj South,292317.0,2023,9,Emergency,70.2,14630.0,1034.0,1
ID_P35T54,Warrap,Tonj South,292317.0,2023,12,Crisis,35.2,14630.0,1034.0,1
ID_GYLBI1,Warrap,Tonj South,292317.0,2024,4,Crisis,40.0,29451.0,2355.0,1
ID_8A2VZP,Warrap,Tonj South,123194.0,2024,9,Crisis,49.9,29451.0,2355.0,1
ID_Y9QZO7,Warrap,Tonj South,115022.0,2024,12,Crisis,25.2,29451.0,2355.0,1
ID_IO2F2N,Warrap,Tonj South,116799.0,2025,4,Crisis,35.6,14654.0,3235.0,1
ID_ATD4GW,Warrap,Twic,343414.0,2014,10,Crisis,20.1,26107.92105263158,-8538.394736842105,0
ID_LF9YXA,Warrap,Twic,348867.0,2015,1,Stressed,9.9,26107.92105263158,-8538.394736842105,0
ID_M97YOF,Warrap,Twic,348867.0,2015,4,Stressed,10.0,26107.92105263158,-8538.394736842105,0
ID_CX7CUL,Warrap,Twic,348867.0,2015,5,Stressed,14.9,26107.92105263158,-8538.394736842105,0
ID_OQVBV1,Warrap,Twic,348867.0,2015,8,Stressed,14.9,26107.92105263158,-8538.394736842105,1
ID_JPVKTA,Warrap,Twic,348867.0,2015,10,Crisis,30.1,26107.92105263158,-8538.394736842105,0
ID_F6BLBV,Warrap,Twic,354318.0,2016,1,Stressed,10.0,26327.0,-7224.0,0
ID_0XT9VY,Warrap,Twic,354318.0,2016,4,Stressed,15.0,26327.0,-7224.0,1
ID_SKE5M0,Warrap,Twic,354318.0,2016,5,Crisis,40.1,26327.0,-7224.0,1
ID_SWXKQT,Warrap,Twic,354318.0,2016,8,Crisis,40.1,26327.0,-7224.0,1
ID_Q36ZPM,Warrap,Twic,354318.0,2016,10,Crisis,35.0,26327.0,-7224.0,1
ID_G6OOH1,Warrap,Twic,359771.0,2017,1,Crisis,25.1,28550.0,-4296.0,1
ID_XAWJ28,Warrap,Twic,359771.0,2017,2,Crisis,30.0,28550.0,-4296.0,1
ID_CW9RTN,Warrap,Twic,359771.0,2017,5,Crisis,20.0,28550.0,-4296.0,0
ID_FW6SZF,Warrap,Twic,359771.0,2017,6,Stressed,18.1,28550.0,-4296.0,1
ID_4LUR02,Warrap,Twic,413144.0,2017,9,Crisis,35.0,28550.0,-4296.0,1
ID_TYAXY2,Warrap,Twic,413144.0,2017,10,Emergency,60.0,28550.0,-4296.0,1
ID_NZ5X51,Warrap,Twic,425538.0,2018,1,Crisis,20.1,30516.0,-7783.0,1
ID_O0LQBY,Warrap,Twic,425538.0,2018,2,Crisis,50.1,30516.0,-7783.0,1
ID_G6G04J,Warrap,Twic,425538.0,2018,5,Emergency,55.0,30516.0,-7783.0,1
ID_GSQOF3,Warrap,Twic,425538.0,2018,9,Emergency,64.9,30516.0,-7783.0,1
ID_WGI8Y0,Warrap,Twic,425538.0,2018,10,Crisis,40.2,30516.0,-7783.0,0
ID_423H7T,Warrap,Twic,441581.0,2019,1,Stressed,15.0,5066.0,-6975.0,1
ID_6UDOJY,Warrap,Twic,262546.0,2019,8,Crisis,24.9,5066.0,-6975.0,1
ID_6G107G,Warrap,Twic,262546.0,2019,9,Crisis,64.8,5066.0,-6975.0,1
ID_8O8G8H,Warrap,Twic,262546.0,2020,1,Crisis,19.8,28239.0,-12696.0,1
ID_ZMVYD4,Warrap,Twic,266751.0,2020,1,Crisis,30.1,28239.0,-12696.0,1
ID_7DZNAX,Warrap,Twic,262546.0,2020,2,Crisis,40.1,28239.0,-12696.0,1
ID_S88UAL,Warrap,Twic,262546.0,2020,5,Crisis,40.0,28239.0,-12696.0,1
ID_RY3IGW,Warrap,Twic,270420.0,2022,2,Crisis,49.9,23592.0,-19836.0,1
ID_EYSU7E,Warrap,Twic,270420.0,2022,4,Emergency,65.1,23592.0,-19836.0,1
ID_RRBSZU,Warrap,Twic,270934.0,2022,10,Emergency,69.9,23592.0,-19836.0,1
ID_JB4HLL,Warrap,Twic,270934.0,2022,12,Emergency,65.0,23592.0,-19836.0,1
ID_QLLD0N,Warrap,Twic,270934.0,2023,4,Emergency,65.0,33429.0,-11302.0,1
ID_53R4SI,Warrap,Twic,433796.0,2023,9,Emergency,74.9,33429.0,-11302.0,1
ID_P4B8J4,Warrap,Twic,433796.0,2023,12,Crisis,45.0,33429.0,-11302.0,1
ID_ZXD82B,Warrap,Twic,433796.0,2024,4,Emergency,55.1,31469.0,-8744.0,1
ID_MQW8EV,Warrap,Twic,279062.0,2024,9,Emergency,65.0,31469.0,-8744.0,1
ID_RC0ERJ,Warrap,Twic,272179.0,2024,12,Crisis,45.2,31469.0,-8744.0,1
ID_E4S4MF,Warrap,Twic,276384.0,2025,4,Emergency,54.7,24092.0,-1777.0,1
ID_EL33PC,Western Bahr El Ghazal,Jur River,198324.0,2014,10,Stressed,10.1,83849.71052631579,63899.5,0
ID_L1S2QP,Western Bahr El Ghazal,Jur River,201947.0,2015,1,Minimal,5.0,83849.71052631579,63899.5,0
ID_KGRMM0,Western Bahr El Ghazal,Jur River,201947.0,2015,4,Stressed,5.0,83849.71052631579,63899.5,1
ID_YTMV82,Western Bahr El Ghazal,Jur River,201947.0,2015,5,Crisis,34.7,83849.71052631579,63899.5,1
ID_LZWGE8,Western Bahr El Ghazal,Jur River,201947.0,2015,8,Crisis,40.1,83849.71052631579,63899.5,1
ID_683PLE,Western Bahr El Ghazal,Jur River,201947.0,2015,10,Crisis,24.8,83849.71052631579,63899.5,0
ID_45B2NI,Western Bahr El Ghazal,Jur River,205571.0,2016,1,Stressed,9.9,19395.0,-3364.0,0
ID_XI8E55,Western Bahr El Ghazal,Jur River,205571.0,2016,4,Stressed,15.1,19395.0,-3364.0,0
ID_325CAM,Western Bahr El Ghazal,Jur River,205571.0,2016,5,Stressed,10.2,19395.0,-3364.0,1
ID_BHWTGD,Western Bahr El Ghazal,Jur River,205571.0,2016,8,Crisis,30.2,19395.0,-3364.0,1
ID_K4SNV9,Western Bahr El Ghazal,Jur River,205571.0,2016,10,Crisis,35.0,19395.0,-3364.0,1
ID_RR49HQ,Western Bahr El Ghazal,Jur River,209195.0,2017,1,Crisis,30.2,18526.0,-4766.0,0
ID_WP8XFA,Western Bahr El Ghazal,Jur River,209195.0,2017,2,Stressed,14.8,18526.0,-4766.0,0
ID_NS0GNH,Western Bahr El Ghazal,Jur River,209195.0,2017,5,Stressed,20.1,18526.0,-4766.0,1
ID_8S2GT3,Western Bahr El Ghazal,Jur River,209195.0,2017,6,Crisis,26.8,18526.0,-4766.0,1
ID_0GCHF4,Western Bahr El Ghazal,Jur River,153643.0,2017,9,Crisis,49.7,18526.0,-4766.0,1
ID_AKDNAD,Western Bahr El Ghazal,Jur River,153643.0,2017,10,Crisis,65.1,18526.0,-4766.0,1
ID_IJFZQA,Western Bahr El Ghazal,Jur River,158253.0,2018,1,Crisis,49.5,13187.0,-4221.0,0
ID_FQSDQ2,Western Bahr El Ghazal,Jur River,158253.0,2018,2,Stressed,10.1,13187.0,-4221.0,0
ID_6RL0NW,Western Bahr El Ghazal,Jur River,158253.0,2018,5,Stressed,15.2,13187.0,-4221.0,1
ID_RN57LW,Western Bahr El Ghazal,Jur River,158253.0,2018,9,Crisis,25.3,13187.0,-4221.0,1
ID_S1YQ6T,Western Bahr El Ghazal,Jur River,158253.0,2018,10,Crisis,30.3,13187.0,-4221.0,0
ID_0OTGPE,Western Bahr El Ghazal,Jur River,164219.0,2019,1,Stressed,10.1,18529.0,-6263.0,0
ID_QCYH20,Western Bahr El Ghazal,Jur River,273118.0,2019,8,Stressed,9.7,18529.0,-6263.0,1
ID_7X887L,Western Bahr El Ghazal,Jur River,273118.0,2019,9,Crisis,69.9,18529.0,-6263.0,1
ID_GUUW05,Western Bahr El Ghazal,Jur River,273118.0,2020,1,Crisis,35.1,12333.0,-6274.0,0
ID_802XVX,Western Bahr El Ghazal,Jur River,275740.0,2020,1,Stressed,5.1,12333.0,-6274.0,1
ID_ITIFXZ,Western Bahr El Ghazal,Jur River,273118.0,2020,2,Crisis,35.2,12333.0,-6274.0,0
ID_IU6HUL,Western Bahr El Ghazal,Jur River,273118.0,2020,5,Stressed,9.9,12333.0,-6274.0,0
ID_PRX05H,Western Bahr El Ghazal,Jur River,283228.0,2022,2,Stressed,20.1,614643.0,625499.0,1
ID_3K7UJJ,Western Bahr El Ghazal,Jur River,283228.0,2022,4,Crisis,30.0,614643.0,625499.0,1
ID_31W0GQ,Western Bahr El Ghazal,Jur River,283766.0,2022,10,Crisis,39.9,614643.0,625499.0,1
ID_34PGGC,Western Bahr El Ghazal,Jur River,283766.0,2022,12,Crisis,45.1,614643.0,625499.0,1
ID_BI6QSR,Western Bahr El Ghazal,Jur River,283766.0,2023,4,Crisis,34.9,17034.0,-3298.0,1
ID_ER6LUU,Western Bahr El Ghazal,Jur River,245725.0,2023,9,Crisis,50.0,17034.0,-3298.0,1
